"category","table","column","field","local","prod","detail"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPL","APF_DCM_NO","컬럼코멘트","신청서식별번호(전자결재)","신청서식별번호","컬럼코멘트 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BASKPL","CGPR_OPNN_CONE","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPL","CHG_DTM","컬럼코멘트","","변경일시","컬럼코멘트 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BASKPL","CHG_DTM","NULL여부","N","Y","NULL여부 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPL","CHG_DTT_YN","컬럼코멘트","","변경구분여부","컬럼코멘트 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPL","CHG_USID","컬럼코멘트","","변경사용자ID","컬럼코멘트 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPL","CNFM_DTM","컬럼코멘트","","확인일시","컬럼코멘트 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPL","CNFM_USID","컬럼코멘트","","확인사용자ID","컬럼코멘트 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BASKPL","DEL_YN","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_BASKPL","DEL_YN","Default Value","","'N'","Default Value 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPL","FL_MPN_ID","컬럼코멘트","첨부파일관리번호","파일매핑ID","컬럼코멘트 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BASKPL","FL_MPN_ID","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BASKPL","FST_ENR_DTM","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_BASKPL","FST_ENR_DTM","Default Value","","sysdate","Default Value 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BASKPL","FST_ENR_USID","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_BASKPL","FST_ENR_USID","Default Value","","'00000000000000'","Default Value 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BASKPL","GUID","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_BASKPL","GUID","Default Value","","'00000000000000000000000000000000000000'","Default Value 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BASKPL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BASKPL","GUID_PRG_SNO","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_BASKPL","GUID_PRG_SNO","Default Value","","0","Default Value 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPL","IT_PTL_ASCT_ID","컬럼코멘트","","IT포탈협의회ID","컬럼코멘트 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BASKPL","IT_PTL_ASCT_ID","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BASKPL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER","NUMBER(18)","컬럼타입 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPL","LOG_HIS_TGR_SNO","컬럼코멘트","","로그이력전문일련번호","컬럼코멘트 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BASKPL","LST_CHG_DTM","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_BASKPL","LST_CHG_DTM","Default Value","","sysdate","Default Value 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BASKPL","LST_CHG_USID","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_BASKPL","LST_CHG_USID","Default Value","","'00000000000000'","Default Value 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPL","PRTY_IVG_OMT_YN","컬럼코멘트","","타당성검토생략여부","컬럼코멘트 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPL","RQS_DTM","컬럼코멘트","","신청일시","컬럼코멘트 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BASKPL","RQS_DTM","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPL","RQS_USID","컬럼코멘트","","신청사용자ID","컬럼코멘트 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BASKPL","RQS_USID","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPM","APF_DCM_NO","컬럼코멘트","신청서식별번호(전자결재)","신청서식별번호","컬럼코멘트 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPM","FL_MPN_ID","컬럼코멘트","첨부파일관리번호","파일매핑ID","컬럼코멘트 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BASKPM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPM","IT_PTL_ASCT_ID","컬럼코멘트","협의회ID","IT포탈협의회ID","컬럼코멘트 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPM","PRTY_IVG_OMT_YN","컬럼코멘트","타당성검토생략여부(확인결과)","타당성검토생략여부","컬럼코멘트 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BBUGTL","FNT_TB_CRY_SNO","컬럼타입","NUMBER(10,0)","NUMBER(10)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BBUGTL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BBUGTL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BBUGTL","SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BBUGTM","FNT_TB_CRY_SNO","컬럼타입","NUMBER(10,0)","NUMBER(10)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BBUGTM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BBUGTM","SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BCHKLL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BCHKLL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BCHKLL","QUEL_RCRD","컬럼타입","NUMBER(5,0)","NUMBER(5)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BCHKLM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BCHKLM","QUEL_RCRD","컬럼타입","NUMBER(5,0)","NUMBER(5)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BCMMTL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BCMMTL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BCMMTM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BCONTL","DOC_VRS_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BCONTL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BCONTL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BCONTM","DOC_VRS_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BCONTM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_BCONTM","LST_YN","Default Value","NULL","","Default Value 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BCOSTL","BG_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BCOSTL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BCOSTL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BCOSTM","BG_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BCOSTM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BDELIL","DOC_VRS_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BDELIL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BDELIL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BDELIM","DOC_VRS_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BDELIM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_BDELIM","LST_YN","Default Value","NULL","","Default Value 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_BDELIM","TASK_DBR_OMT_YN","Default Value","NULL","","Default Value 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BESTIL","DOC_VRS_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BESTIL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BESTIL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BESTIM","DOC_VRS_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BESTIM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_BESTIM","LST_YN","Default Value","NULL","","Default Value 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BESTTL","DOC_VRS_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BESTTL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BESTTL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BESTTL","RQM_BG_AMT","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BESTTM","DOC_VRS_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BESTTM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BESTTM","RQM_BG_AMT","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BEVALL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BEVALL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BEVALL","QUEL_RCRD","컬럼타입","NUMBER(5,0)","NUMBER(5)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BEVALM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BEVALM","QUEL_RCRD","컬럼타입","NUMBER(5,0)","NUMBER(5)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BGDOCL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BGDOCL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BGDOCM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BITEML","FNT_TB_CRY_SNO","컬럼타입","NUMBER(10,0)","NUMBER(10)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BITEML","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BITEML","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BITEML","QTY","컬럼타입","NUMBER(10,0)","NUMBER(10)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BITEML","SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BITEMM","FNT_TB_CRY_SNO","컬럼타입","NUMBER(10,0)","NUMBER(10)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BITEMM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_BITEMM","ITR_INFR_YN","Default Value","NULL","","Default Value 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_BITEMM","LST_YN","Default Value","NULL","","Default Value 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BITEMM","QTY","컬럼타입","NUMBER(10,0)","NUMBER(10)","컬럼타입 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_BITEMM","SECT_SYS_UTZ_YN","Default Value","NULL","","Default Value 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BITEMM","SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BMQNAL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BMQNAL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BMQNAM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPAYML","DOC_VRS_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPAYML","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPAYML","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPAYMM","DOC_VRS_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPAYMM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_BPAYMM","LST_YN","Default Value","NULL","","Default Value 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPAYTL","DFR_TOD","컬럼타입","NUMBER(5,0)","NUMBER(5)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPAYTL","DOC_VRS_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPAYTL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPAYTL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPAYTM","DFR_TOD","컬럼타입","NUMBER(5,0)","NUMBER(5)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPAYTM","DOC_VRS_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPAYTM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPERFL","EVL_DTP_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPERFL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPERFL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPERFM","EVL_DTP_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPERFM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPLANA","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPLANL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPLANL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPLANM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPOVWL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPOVWL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPOVWL","RQM_BG_AMT","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPOVWM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPOVWM","RQM_BG_AMT","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPQNAL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPQNAL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPQNAM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BPROJA","CNCD_RFR_NO","컬럼코멘트","관련참조번호(단계 원본문서 key)","관련참조번호","컬럼코멘트 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPROJA","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPROJL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPROJL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPROJL","SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BPROJM","ABUS_MNG_NO","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_BPROJM","DPL_YN","Default Value","NULL","","Default Value 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPROJM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_BPROJM","ODN_YN","Default Value","NULL","","Default Value 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPROJM","SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BPROJM","SNO","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BRDOCL","DOC_VRS_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BRDOCL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BRDOCL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BRDOCM","DOC_VRS_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BRDOCM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
